atlasId,atlasName,cohortId,name
1772592,TOFA_RA_rwd_1108,1772592,TOFA_RA_rwd_1108
1772593,ETN_RA_rwd_1108,1772593,ETN_RA_rwd_1108
1772595,LEGEND AMI,1772595,LEGEND_AMI
1772596,LEGEND Stroke,1772596,LEGEND_Stroke
1772594,ADA_RA_rwd_1108,1772594,ADA_RA_rwd_1108
