atlasId,atlasName,cohortId,name
1772597,TOFA_RA_RCT_1108,1772597,TOFA_RA_RCT_1108
1772598,ADA_RA_RCT_1108,1772598,ADA_RA_RCT_1108
1772595,LEGEND AMI,1772595,LEGEND_AMI
1772596,LEGEND Stroke,1772596,LEGEND_Stroke
1772599,ETN_RA_RCT_1108,1772599,ETN_RA_RCT_1108
